"","phase","question","trialNum","swatch","response","responseCoded","rt","subid","age","timeOfTest","condition","gender","englishExposure","trialComments","sessionComments","ageCalc"
"165","study","do you think this one is an animal?",14,"BI2A00017","definitely NO",-2.5,6129,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"166","study","do you think this one is an animal?",15,"BI2A00025","definitely NO",-2.5,5450,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"167","study","do you think this one is an animal?",16,"BI2A00007","definitely YES",2.5,5318,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"168","bonus","Do you think this one can think?",17,"BI2A00018","probably NO",-1.5,27021,"p10",6.668493151,"15:00","set3","male","always","if it's not an animal",NA,6y 0m 242d 12H 0M 0S
"169","bonus","Do you think this one has feelings?",18,"BI2A00044","definitely NO",-2.5,19611,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"170","bonus","Do you think this can feel happy?",19,"BI2A00007","probably YES",1.5,17309,"p10",6.668493151,"15:00","set3","male","always","it's an animal so it can",NA,6y 0m 242d 12H 0M 0S
"171","bonus","Do you think this one can feel pain?",20,"BI2A00005","definitely YES",2.5,20302,"p10",6.668493151,"15:00","set3","male","always","if it's an animal",NA,6y 0m 242d 12H 0M 0S
"172","bonus","Do you think this one can see?",21,"BI2A00017","probably NO",-1.5,12303,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"173","bonus","Do you think this one can feel hungry?",22,"BI2A00035","definitely NO",-2.5,10169,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"174","practice",NA,1,"apple_1","skip",NA,11918,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"175","practice",NA,2,"apple_2","skip",NA,4508,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"176","practice",NA,3,"apple_3","skip",NA,3408,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"177","practice",NA,4,"apple_1","skip",NA,11092,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"178","study","do you think this one is an animal?",5,"BI2A00032","YES",NA,27410,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"179","study","do you think this one is an animal?",6,"BI2A00034","YES",NA,17933,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"180","study","do you think this one is an animal?",7,"BI2A00006","definitely YES",2.5,14619,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"181","study","do you think this one is an animal?",8,"BI2A00038","maybe YES",0.5,27188,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"182","study","do you think this one is an animal?",9,"BI2A00037","YES",NA,18202,"p11",5.115068493,"15:15","set2","male",NA,"looks like wood or tree",NA,5y 0m 40d 18H 0M 0S
"183","study","do you think this one is an animal?",10,"BI2A00045","NO",NA,33623,"p11",5.115068493,"15:15","set2","male",NA,"sheep",NA,5y 0m 40d 18H 0M 0S
"184","study","do you think this one is an animal?",11,"BI2A00004","YES",NA,15892,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"185","study","do you think this one is an animal?",12,"BI2A00040","NO",NA,11471,"p11",5.115068493,"15:15","set2","male",NA,"hair of animal",NA,5y 0m 40d 18H 0M 0S
"186","study","do you think this one is an animal?",13,"BI2A00013","YES",NA,15879,"p11",5.115068493,"15:15","set2","male",NA,"floor",NA,5y 0m 40d 18H 0M 0S
"187","study","do you think this one is an animal?",14,"BI2A00016","YES",NA,27435,"p11",5.115068493,"15:15","set2","male",NA,"dog fur",NA,5y 0m 40d 18H 0M 0S
"188","study","do you think this one is an animal?",15,"BI2A00002","YES",NA,8024,"p11",5.115068493,"15:15","set2","male",NA,"camel",NA,5y 0m 40d 18H 0M 0S
"189","study","do you think this one is an animal?",16,"BI2A00041","NO",NA,18384,"p11",5.115068493,"15:15","set2","male",NA,"fur of zebras",NA,5y 0m 40d 18H 0M 0S
"190","bonus","Do you think this one can feel pain?",17,"BI2A00002","NO",NA,9639,"p11",5.115068493,"15:15","set2","male",NA,"a part of a wood of a ƒ",NA,5y 0m 40d 18H 0M 0S
"191","bonus","Do you think this one can feel hurt?",18,"BI2A00034","YES",NA,10109,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"192","bonus","Do you think this one has feelings?",19,"BI2A00045","YES",NA,9727,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"193","bonus","Do you think this one can think?",20,"BI2A00040","YES",NA,8128,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"194","bonus","Do you think this can feel happy?",21,"BI2A00032","YES",NA,4710,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"195","bonus","Do you think this one can feel hungry?",22,"BI2A00006","skip",NA,10987,"p11",5.115068493,"15:15","set2","male",NA,"maybe",NA,5y 0m 40d 18H 0M 0S
"196","practice",NA,1,"apple_1","skip",NA,13417,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"197","practice",NA,2,"apple_2","skip",NA,4035,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"198","practice",NA,3,"apple_3","skip",NA,2978,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"199","practice",NA,4,"apple_1","skip",NA,11790,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"200","study","do you think this one is an animal?",5,"BI2A00009","YES",NA,15903,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"201","study","do you think this one is an animal?",6,"BI2A00039","NO",NA,30861,"p12",5.736986301,"16:45","set4","female",NA,"definitely st very hard",NA,5y 0m 267d 18H 0M 0S
"202","study","do you think this one is an animal?",7,"BI2A00048","NO",NA,15260,"p12",5.736986301,"16:45","set4","female",NA,"sweater",NA,5y 0m 267d 18H 0M 0S
"203","study","do you think this one is an animal?",8,"BI2A00001","YES",NA,11940,"p12",5.736986301,"16:45","set4","female",NA,"raccooon",NA,5y 0m 267d 18H 0M 0S
"204","study","do you think this one is an animal?",9,"BI2A00023","NO",NA,17932,"p12",5.736986301,"16:45","set4","female",NA,"yarn",NA,5y 0m 267d 18H 0M 0S
"205","study","do you think this one is an animal?",10,"BI2A00021","NO",NA,18930,"p12",5.736986301,"16:45","set4","female",NA,"bread",NA,5y 0m 267d 18H 0M 0S
"206","study","do you think this one is an animal?",11,"BI2A00029","NO",NA,14280,"p12",5.736986301,"16:45","set4","female",NA,"carpet",NA,5y 0m 267d 18H 0M 0S
"207","study","do you think this one is an animal?",12,"BI2A00011","YES",NA,11170,"p12",5.736986301,"16:45","set4","female",NA,"elephant",NA,5y 0m 267d 18H 0M 0S
"208","study","do you think this one is an animal?",13,"BI2A00012","definitely NO",-2.5,24615,"p12",5.736986301,"16:45","set4","female",NA,"lots of hair on it",NA,5y 0m 267d 18H 0M 0S
"209","study","do you think this one is an animal?",14,"BI2A00024","YES",NA,14562,"p12",5.736986301,"16:45","set4","female",NA,"porcupine",NA,5y 0m 267d 18H 0M 0S
"210","study","do you think this one is an animal?",15,"BI2A00042","definitely NO",-2.5,14215,"p12",5.736986301,"16:45","set4","female",NA,"water",NA,5y 0m 267d 18H 0M 0S
"211","study","do you think this one is an animal?",16,"BI2A00022","NO",NA,14316,"p12",5.736986301,"16:45","set4","female",NA,"not really",NA,5y 0m 267d 18H 0M 0S
"212","bonus","Do you think this can feel happy?",17,"BI2A00048","NO",NA,12507,"p12",5.736986301,"16:45","set4","female",NA,"because it",NA,5y 0m 267d 18H 0M 0S
"213","bonus","Do you think this one can feel hungry?",18,"BI2A00023","NO",NA,6066,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"214","bonus","Do you think this one can sense things nearby?",19,"BI2A00009","YES",NA,11653,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"215","bonus","Do you think this one can feel hurt?",20,"BI2A00022","skip",NA,23161,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"216","bonus","Do you think this one has feelings?",21,"BI2A00039","NO",NA,7074,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"217","bonus","Do you think this one can think?",22,"BI2A00011","YES",NA,8480,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"218","practice",NA,1,"apple_1","skip",NA,12171,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"219","practice",NA,2,"apple_2","skip",NA,5484,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"220","practice",NA,3,"apple_3","skip",NA,2965,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"221","practice",NA,4,"apple_1","skip",NA,12151,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"222","study","do you think this one is an animal?",5,"BI2A00048","NO",NA,18341,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"223","study","do you think this one is an animal?",6,"BI2A00039","maybe NO",-0.5,9283,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"224","study","do you think this one is an animal?",7,"BI2A00022","definitely NO",-2.5,20879,"p13",5.504109589,"14:28","set4","female",NA,"rock","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"225","study","do you think this one is an animal?",8,"BI2A00024","definitely YES",2.5,21936,"p13",5.504109589,"14:28","set4","female",NA,"bear","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"226","study","do you think this one is an animal?",9,"BI2A00011","definitely YES",2.5,14263,"p13",5.504109589,"14:28","set4","female",NA,"elephant","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"227","study","do you think this one is an animal?",10,"BI2A00001","maybe YES",0.5,16511,"p13",5.504109589,"14:28","set4","female",NA,"raccooon","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"228","study","do you think this one is an animal?",11,"BI2A00009","maybe NO",-0.5,37689,"p13",5.504109589,"14:28","set4","female",NA,"looks like a monkey","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"229","study","do you think this one is an animal?",12,"BI2A00042","definitely NO",-2.5,15139,"p13",5.504109589,"14:28","set4","female",NA,"definitely water","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"230","study","do you think this one is an animal?",13,"BI2A00023","definitely NO",-2.5,20950,"p13",5.504109589,"14:28","set4","female",NA,"IDK","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"231","study","do you think this one is an animal?",14,"BI2A00029","maybe YES",0.5,15525,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"232","study","do you think this one is an animal?",15,"BI2A00012","definitely NO",-2.5,23889,"p13",5.504109589,"14:28","set4","female",NA,"hard for me","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"233","study","do you think this one is an animal?",16,"BI2A00021","definitely NO",-2.5,10658,"p13",5.504109589,"14:28","set4","female",NA,"dirt","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"234","practice",NA,1,"apple_1","skip",NA,16860,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"235","practice",NA,2,"apple_2","skip",NA,3402,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"236","practice",NA,3,"apple_3","skip",NA,2253,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"237","practice",NA,4,"apple_1","skip",NA,10515,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"238","study","do you think this one is an animal?",5,"BI2A00003","definitely YES",2.5,29663,"p14",7.021917808,"14:43","set1","male",NA,"raccoon","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"239","study","do you think this one is an animal?",6,"BI2A00014","probably NO",-1.5,32607,"p14",7.021917808,"14:43","set1","male",NA,"hard","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"240","study","do you think this one is an animal?",7,"BI2A00043","definitely NO",-2.5,17671,"p14",7.021917808,"14:43","set1","male",NA,"water","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"241","study","do you think this one is an animal?",8,"BI2A00020","probably YES",1.5,43087,"p14",7.021917808,"14:43","set1","male",NA,"dog hair","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"242","study","do you think this one is an animal?",9,"BI2A00028","definitely NO",-2.5,31884,"p14",7.021917808,"14:43","set1","male",NA,"saw already, a trunk","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"243","study","do you think this one is an animal?",10,"BI2A00033","maybe NO",-0.5,30022,"p14",7.021917808,"14:43","set1","male",NA,"feathers","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"244","study","do you think this one is an animal?",11,"BI2A00031","definitely NO",-2.5,33192,"p14",7.021917808,"14:43","set1","male",NA,"rug - I have one that's exactly like that","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"245","study","do you think this one is an animal?",12,"BI2A00047","maybe NO",-0.5,26689,"p14",7.021917808,"14:43","set1","male",NA,"not animal","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"246","study","do you think this one is an animal?",13,"BI2A00030","maybe NO",-0.5,27103,"p14",7.021917808,"14:43","set1","male",NA,"blanket for sleeping, might be wrong","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"247","study","do you think this one is an animal?",14,"BI2A00008","definitely YES",2.5,19490,"p14",7.021917808,"14:43","set1","male",NA,"monkey","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"248","study","do you think this one is an animal?",15,"BI2A00046","definitely NO",-2.5,15285,"p14",7.021917808,"14:43","set1","male",NA,"basket","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"249","study","do you think this one is an animal?",16,"BI2A00015","probably YES",1.5,20356,"p14",7.021917808,"14:43","set1","male",NA,"fur cat","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"250","bonus","Do you think this one can sense things nearby?",17,"BI2A00043","NO",NA,12054,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"251","bonus","Do you think this one can feel pain?",18,"BI2A00031","skip",NA,11573,"p14",7.021917808,"14:43","set1","male",NA,"not sure","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"252","bonus","Do you think this one can think?",19,"BI2A00046","NO",NA,8024,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"253","bonus","Do you think this can feel happy?",20,"BI2A00020","NO",NA,9140,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"254","bonus","Do you think this one can feel hungry?",21,"BI2A00008","YES",NA,14944,"p14",7.021917808,"14:43","set1","male",NA,"cuz I said monkey","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"255","bonus","Do you think this one has feelings?",22,"BI2A00003","NO",NA,14849,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"256","practice",NA,1,"apple_1","skip",NA,11144,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"257","practice",NA,2,"apple_2","skip",NA,3383,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"258","practice",NA,3,"apple_3","skip",NA,3255,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"259","practice",NA,4,"apple_1","skip",NA,11251,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"260","study","do you think this one is an animal?",5,"BI2A00028","maybe YES",0.5,12521,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"261","study","do you think this one is an animal?",6,"BI2A00043","maybe NO",-0.5,10852,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"262","study","do you think this one is an animal?",7,"BI2A00030","maybe NO",-0.5,9439,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"263","study","do you think this one is an animal?",8,"BI2A00046","maybe NO",-0.5,6304,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"264","study","do you think this one is an animal?",9,"BI2A00015","maybe YES",0.5,8341,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"265","study","do you think this one is an animal?",10,"BI2A00014","maybe YES",0.5,6268,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"266","study","do you think this one is an animal?",11,"BI2A00020","definitely YES",2.5,6236,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"267","study","do you think this one is an animal?",12,"BI2A00003","definitely YES",2.5,9303,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"268","study","do you think this one is an animal?",13,"BI2A00033","maybe NO",-0.5,6378,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"269","study","do you think this one is an animal?",14,"BI2A00008","definitely YES",2.5,5984,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"270","study","do you think this one is an animal?",15,"BI2A00031","definitely NO",-2.5,7611,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"271","study","do you think this one is an animal?",16,"BI2A00047","maybe YES",0.5,7237,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"272","bonus","Do you think this one can feel hungry?",17,"BI2A00003","maybe YES",0.5,28062,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"273","bonus","Do you think this one can think?",18,"BI2A00020","maybe NO",-0.5,14461,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"274","bonus","Do you think this one can feel hurt?",19,"BI2A00043","YES",NA,6771,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"275","bonus","Do you think this one has feelings?",20,"BI2A00008","NO",NA,10545,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"276","bonus","Do you think this can feel happy?",21,"BI2A00031","YES",NA,8488,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"277","bonus","Do you think this one can sense things nearby?",22,"BI2A00046","YES",NA,7436,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"278","practice",NA,1,"apple_1","skip",NA,11916,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"279","practice",NA,2,"apple_2","skip",NA,4764,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"280","practice",NA,3,"apple_3","skip",NA,2726,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"281","practice",NA,4,"apple_1","skip",NA,10668,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"282","study","do you think this one is an animal?",5,"BI2A00018","definitely YES",2.5,17341,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"283","study","do you think this one is an animal?",6,"BI2A00027","maybe NO",-0.5,30409,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"284","study","do you think this one is an animal?",7,"BI2A00019","definitely YES",2.5,7971,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"285","study","do you think this one is an animal?",8,"BI2A00005","definitely YES",2.5,4285,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"286","study","do you think this one is an animal?",9,"BI2A00007","definitely YES",2.5,3910,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"287","study","do you think this one is an animal?",10,"BI2A00017","definitely YES",2.5,4918,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"288","study","do you think this one is an animal?",11,"BI2A00035","maybe NO",-0.5,12925,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"289","study","do you think this one is an animal?",12,"BI2A00026","definitely YES",2.5,15340,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"290","study","do you think this one is an animal?",13,"BI2A00025","maybe YES",0.5,7642,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"291","study","do you think this one is an animal?",14,"BI2A00036","definitely YES",2.5,46843,"p17",6.619178082,"15:19","set3","female",NA,"rug",NA,6y 0m 224d 12H 0M 0S
"292","study","do you think this one is an animal?",15,"BI2A00010","probably YES",1.5,24334,"p17",6.619178082,"15:19","set3","female",NA,"dog",NA,6y 0m 224d 12H 0M 0S
"293","study","do you think this one is an animal?",16,"BI2A00044","definitely NO",-2.5,14928,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"294","bonus","Do you think this one can think?",17,"BI2A00035","NO",NA,19480,"p17",6.619178082,"15:19","set3","female",NA,"paper",NA,6y 0m 224d 12H 0M 0S
"295","bonus","Do you think this one can sense things nearby?",18,"BI2A00044","NO",NA,6469,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"296","bonus","Do you think this one has feelings?",19,"BI2A00007","YES",NA,5930,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"297","bonus","Do you think this one can feel pain?",20,"BI2A00005","YES",NA,6860,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"298","bonus","Do you think this can feel happy?",21,"BI2A00018","maybe YES",0.5,17635,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"299","bonus","Do you think this one can feel hungry?",22,"BI2A00017","YES",NA,6808,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"300","practice",NA,1,"apple_1","skip",NA,13842,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"301","practice",NA,2,"apple_2","skip",NA,3388,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"302","practice",NA,3,"apple_3","skip",NA,3393,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"303","practice",NA,4,"apple_1","skip",NA,11068,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"304","study","do you think this one is an animal?",5,"BI2A00042","maybe NO",-0.5,17162,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"305","study","do you think this one is an animal?",6,"BI2A00029","maybe NO",-0.5,12335,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"306","study","do you think this one is an animal?",7,"BI2A00022","maybe YES",0.5,12792,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"307","study","do you think this one is an animal?",8,"BI2A00024","probably YES",1.5,16133,"p18",5.342465753,"15:44","set4","male","often","porcupine",NA,5y 0m 123d 18H 0M 0S
"308","study","do you think this one is an animal?",9,"BI2A00012","maybe YES",0.5,11909,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"309","study","do you think this one is an animal?",10,"BI2A00039","probably NO",-1.5,9413,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"310","study","do you think this one is an animal?",11,"BI2A00021","probably NO",-1.5,5207,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"311","study","do you think this one is an animal?",12,"BI2A00011","probably YES",1.5,6849,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"312","study","do you think this one is an animal?",13,"BI2A00048","probably NO",-1.5,9590,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"313","study","do you think this one is an animal?",14,"BI2A00023","maybe YES",0.5,8137,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"314","study","do you think this one is an animal?",15,"BI2A00001","probably YES",1.5,7563,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"315","study","do you think this one is an animal?",16,"BI2A00009","probably YES",1.5,7710,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"316","bonus","Do you think this one can feel pain?",17,"BI2A00048","maybe NO",-0.5,13445,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"317","bonus","Do you think this one has feelings?",18,"BI2A00023","probably NO",-1.5,9357,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"318","bonus","Do you think this can feel happy?",19,"BI2A00011","probably YES",1.5,9590,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"319","bonus","Do you think this one can sense things nearby?",20,"BI2A00022","probably NO",-1.5,10901,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"320","bonus","Do you think this one can feel hungry?",21,"BI2A00039","probably NO",-1.5,8564,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"321","bonus","Do you think this one can think?",22,"BI2A00009","probably NO",-1.5,5471,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
